wikidata_id,common_name,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,max_speed_mph,conservation_status,pageviews_30d,image_url,image_file_page,image_license,image_attribution
Q3869104,Myotis macropus,Myotis macropus,Myotis macropus,https://en.wikipedia.org/wiki/Myotis_macropus,,,,,,Least Concern,101,https://upload.wikimedia.org/wikipedia/commons/a/a8/Myotis_macropus_roosting.JPG,https://commons.wikimedia.org/wiki/File%3AMyotis_macropus_roosting.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:BKCW8&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:BKCW8 (page does not exist)"">BKCW8</a> / CC BY-SA 3.0"
Q20721687,Pithecia milleri,Pithecia milleri,Miller's saki,https://en.wikipedia.org/wiki/Miller's_saki,,,,,,Vulnerable,126,https://upload.wikimedia.org/wikipedia/commons/4/4e/Pithecia_milleri_61716040.jpg,https://commons.wikimedia.org/wiki/File%3APithecia_milleri_61716040.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/1102610"">Oliver Angus</a> / CC0"
Q907863,Hairy-eared dwarf lemur,Allocebus trichotis,Hairy-eared dwarf lemur,https://en.wikipedia.org/wiki/Hairy-eared_dwarf_lemur,,,,,,Endangered,304,https://upload.wikimedia.org/wikipedia/commons/4/4f/ChirogaleusTrichotisWolf.jpg,https://commons.wikimedia.org/wiki/File%3AChirogaleusTrichotisWolf.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Joseph_Wolf"" class=""extiw"" title=""w:en:Joseph Wolf""><span title=""German artist (1820-1899)"">Joseph Wolf</span></a></bdi> / Public domain"
Q839675,Northern tamandua,Tamandua mexicana,Northern tamandua,https://en.wikipedia.org/wiki/Northern_tamandua,,,,,,Least Concern,2499,https://upload.wikimedia.org/wikipedia/commons/8/80/DirkvdM_tamandua.jpg,https://commons.wikimedia.org/wiki/File%3ADirkvdM_tamandua.jpg,CC BY-SA 3.0,CC BY-SA 3.0
Q302685,Rufous soft-furred spiny-rat,Diplomys labilis,Rufous soft-furred spiny rat,https://en.wikipedia.org/wiki/Rufous_soft-furred_spiny_rat,,,,,,Least Concern,41,https://upload.wikimedia.org/wikipedia/commons/d/d8/Diplomys_labilis.JPG,https://commons.wikimedia.org/wiki/File%3ADiplomys_labilis.JPG,Public domain,Daniel Giraud Elliot (?) / Public domain
Q303057,Eisentraut's Shrew,Crocidura eisentrauti,Eisentraut's shrew,https://en.wikipedia.org/wiki/Eisentraut's_shrew,,,,,,Vulnerable,64,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q583362,Venezuelan red howler,Alouatta seniculus,Colombian red howler,https://en.wikipedia.org/wiki/Colombian_red_howler,,,,,,Least Concern,855,https://upload.wikimedia.org/wikipedia/commons/7/70/Alouatta_seniculus_Sorocaba.JPG,https://commons.wikimedia.org/wiki/File%3AAlouatta_seniculus_Sorocaba.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Miguelrangeljr"" title=""User:Miguelrangeljr"">Miguelrangeljr</a> / CC BY-SA 3.0"
Q194526,tiger quoll,Dasyurus maculatus,Tiger quoll,https://en.wikipedia.org/wiki/Tiger_quoll,,,21.0,5.3,,Near Threatened,5280,https://upload.wikimedia.org/wikipedia/commons/b/b1/Dasyurus_maculatus_398569942.jpg,https://commons.wikimedia.org/wiki/File%3ADasyurus_maculatus_398569942.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/1510218"">pimelea</a> / CC BY 4.0"
Q737766,pond bat,Myotis dasycneme,Pond bat,https://en.wikipedia.org/wiki/Pond_bat,,,,,,Near Threatened,231,https://upload.wikimedia.org/wikipedia/commons/8/8d/Myotis_dasycneme.jpg,https://commons.wikimedia.org/wiki/File%3AMyotis_dasycneme.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/9082612@N05"">Gilles San Martin</a> from Namur, Belgium / CC BY-SA 2.0"
Q1770258,Oaxaca Giant Deer Mouse,Megadontomys cryophilus,Oaxaca giant deer mouse,https://en.wikipedia.org/wiki/Oaxaca_giant_deer_mouse,,,,,,Endangered,30,https://upload.wikimedia.org/wikipedia/commons/1/16/Megadontomys_cryophilus_59624487.jpg,https://commons.wikimedia.org/wiki/File%3AMegadontomys_cryophilus_59624487.jpg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/5772"">Juan Cruzado Cortés</a> / CC BY-SA 4.0"
Q307029,Major's tufted-tailed rat,Eliurus majori,Major's tufted-tailed rat,https://en.wikipedia.org/wiki/Major's_tufted-tailed_rat,,,,,,Least Concern,34,https://upload.wikimedia.org/wikipedia/commons/3/3c/Blindmaus-drawing.jpg,https://commons.wikimedia.org/wiki/File%3ABlindmaus-drawing.jpg,Public domain,Public domain
Q1768774,southern naked-tailed armadillo,Cabassous unicinctus,Southern naked-tailed armadillo,https://en.wikipedia.org/wiki/Southern_naked-tailed_armadillo,,,,,,Least Concern,322,https://upload.wikimedia.org/wikipedia/commons/b/b2/Nacktschwanzg%C3%BCrteltier_%28Cabassous_unicinctus%29.jpg,https://commons.wikimedia.org/wiki/File%3ANacktschwanzg%C3%BCrteltier_%28Cabassous_unicinctus%29.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Haplochromis"" title=""User:Haplochromis"">Haplochromis</a> / CC BY-SA 3.0"
Q647680,Isarog shrew rat,Rhynchomys isarogensis,Isarog shrew-rat,https://en.wikipedia.org/wiki/Isarog_shrew-rat,,,,,,Vulnerable,36,https://upload.wikimedia.org/wikipedia/commons/3/39/Zyzomys_pedunculatus.jpg,https://commons.wikimedia.org/wiki/File%3AZyzomys_pedunculatus.jpg,CC BY-SA 2.0,Michael Barritt &amp; Karen May / CC BY-SA 2.0
Q26283,muskrat,Ondatra zibethicus,Muskrat,https://en.wikipedia.org/wiki/Muskrat,,,,,,Least Concern,23255,https://upload.wikimedia.org/wikipedia/commons/0/00/Muskrat_swimming_Ottawa.jpg,https://commons.wikimedia.org/wiki/File%3AMuskrat_swimming_Ottawa.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Dger"" title=""User:Dger"">D. Gordon E. Robertson</a> / CC BY-SA 3.0"
Q305494,Long-nosed Luzon Forest Mouse,Apomys sacobianus,Long-nosed Luzon forest mouse,https://en.wikipedia.org/wiki/Long-nosed_Luzon_forest_mouse,,,,,,Least Concern,76,https://upload.wikimedia.org/wikipedia/commons/5/51/Apomys_sacobianus.jpg,https://commons.wikimedia.org/wiki/File%3AApomys_sacobianus.jpg,CC0,Katie Sayers / CC0
Q2464387,Hipposideros rotalis,Hipposideros rotalis,Hipposideros rotalis,https://en.wikipedia.org/wiki/Hipposideros_rotalis,,,,,,Least Concern,17,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q5409636,Florida bonneted bat,Eumops floridanus,Florida bonneted bat,https://en.wikipedia.org/wiki/Florida_bonneted_bat,,,,,,Vulnerable,409,https://upload.wikimedia.org/wikipedia/commons/f/f8/Florida_bonneted_bat_%28Eumops_floridanus%29.jpg,https://commons.wikimedia.org/wiki/File%3AFlorida_bonneted_bat_%28Eumops_floridanus%29.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Enwebb"" title=""User:Enwebb"">Enwebb</a> / CC BY-SA 4.0"
Q1766843,Butiaba naked-tailed shrew,Crocidura littoralis,Butiaba naked-tailed shrew,https://en.wikipedia.org/wiki/Butiaba_naked-tailed_shrew,,,,,,Least Concern,41,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q25384553,Cruz Lima's saddle-back tamarin,Leontocebus cruzlimai,Cruz Lima's saddle-back tamarin,https://en.wikipedia.org/wiki/Cruz_Lima's_saddle-back_tamarin,,,,,,Least Concern,116,https://upload.wikimedia.org/wikipedia/commons/1/17/Leontocebus_cruzlimai_%28cropped%29.png,https://commons.wikimedia.org/wiki/File%3ALeontocebus_cruzlimai_%28cropped%29.png,Public domain,Eládio Cruz Lima (1900-1943) / Public domain
Q302604,Sulawesi Spiny Rat,Echiothrix leucura,Northern Sulawesi echiothrix,https://en.wikipedia.org/wiki/Northern_Sulawesi_echiothrix,,,,,,Vulnerable,44,https://upload.wikimedia.org/wikipedia/commons/1/19/Echiothrix_leucura.png,https://commons.wikimedia.org/wiki/File%3AEchiothrix_leucura.png,Public domain,Adolph Bernhard Meyer from Abhandlungen und Berichte des Koenigl. Zoologischen und Anthropologisch Etnographischen Museums zu Dresden year 1896 - no.6 / Public domain
Q1592599,Greater yellow-shouldered bat,Sturnira magna,Greater yellow-shouldered bat,https://en.wikipedia.org/wiki/Greater_yellow-shouldered_bat,,,,,,Least Concern,52,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q1770140,Watson's climbing rat,Tylomys watsoni,Watson's climbing rat,https://en.wikipedia.org/wiki/Watson's_climbing_rat,,,,,,Least Concern,69,https://upload.wikimedia.org/wikipedia/commons/f/f9/Tylomys_watsoni_241886038.jpg,https://commons.wikimedia.org/wiki/File%3ATylomys_watsoni_241886038.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/149526"">steve b</a> / CC0"
Q27370,Grey Seal,Halichoerus grypus,Grey seal,https://en.wikipedia.org/wiki/Grey_seal,,,350.03125,,,Least Concern,9051,https://upload.wikimedia.org/wikipedia/commons/3/32/Donna_Nook_NNR_-_Grey_Seal_pupping_and_breeding_season_-_38804871202.jpg,https://commons.wikimedia.org/wiki/File%3ADonna_Nook_NNR_-_Grey_Seal_pupping_and_breeding_season_-_38804871202.jpg,CC BY 2.0,kitmasterbloke / CC BY 2.0
Q300964,Riverine rabbit,Bunolagus monticularis,Riverine rabbit,https://en.wikipedia.org/wiki/Riverine_rabbit,,,,,,Critically Endangered,1802,https://upload.wikimedia.org/wikipedia/commons/4/47/Bunolagus_monticularis_imported_from_iNaturalist_photo_15093370_on_5_February_2020_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3ABunolagus_monticularis_imported_from_iNaturalist_photo_15093370_on_5_February_2020_%28cropped%29.jpg,CC BY-SA 4.0,"(c) Tony Camacho, some rights reserved (CC BY-SA) / CC BY-SA 4.0"
Q906945,White-tailed mongoose,Ichneumia albicauda,White-tailed mongoose,https://en.wikipedia.org/wiki/White-tailed_mongoose,,,,,,Least Concern,1229,https://upload.wikimedia.org/wikipedia/commons/6/6f/White-tailed_mongoose_%28Ichneumia_albicauda%29%2C_crop.jpg,https://commons.wikimedia.org/wiki/File%3AWhite-tailed_mongoose_%28Ichneumia_albicauda%29%2C_crop.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:MCSchaeffer&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MCSchaeffer (page does not exist)"">MCSchaeffer</a> / CC BY-SA 3.0"
Q110727,Laotian rock rat,Laonastes aenigmamus,Laotian rock rat,https://en.wikipedia.org/wiki/Laotian_rock_rat,,,,,,Least Concern,1781,https://upload.wikimedia.org/wikipedia/commons/4/43/Laonastes_aenigmamus_-_young_male_JP_Hugot_PLOS_ONE.jpg,https://commons.wikimedia.org/wiki/File%3ALaonastes_aenigmamus_-_young_male_JP_Hugot_PLOS_ONE.jpg,CC BY 2.5,Jean-Pierre Hugot / CC BY 2.5
Q839513,Urial,Ovis vignei,Urial,https://en.wikipedia.org/wiki/Urial,,,,,,Vulnerable,3505,https://upload.wikimedia.org/wikipedia/commons/d/da/Ovis_vignei_bochariensis.jpg,https://commons.wikimedia.org/wiki/File%3AOvis_vignei_bochariensis.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/81571077@N00/"">jonsson</a> (No real name given) / CC BY 2.0"
Q1766129,Arizona pocket mouse,Perognathus amplus,Arizona pocket mouse,https://en.wikipedia.org/wiki/Arizona_pocket_mouse,,,,,,Least Concern,99,https://upload.wikimedia.org/wikipedia/commons/7/7c/Arizona_pocket_mouse.jpg,https://commons.wikimedia.org/wiki/File%3AArizona_pocket_mouse.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:RatioTile&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:RatioTile (page does not exist)"">RatioTile</a> / CC BY-SA 4.0"
Q703702,tundra vole,Microtus oeconomus,Tundra vole,https://en.wikipedia.org/wiki/Tundra_vole,,,,,,Least Concern,466,https://upload.wikimedia.org/wikipedia/commons/7/76/VOLE%2C_TUNDRA_%28microtus_oeconomus%29_%289-4-08%29_gambell%2C_ak_-2_%282834490753%29.jpg,https://commons.wikimedia.org/wiki/File%3AVOLE%2C_TUNDRA_%28microtus_oeconomus%29_%289-4-08%29_gambell%2C_ak_-2_%282834490753%29.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/8101022@N05"">ALAN SCHMIERER</a> / CC0"
Q1833611,Myotis hasseltii,Myotis hasseltii,Lesser large-footed bat,https://en.wikipedia.org/wiki/Lesser_large-footed_bat,,,,,,Least Concern,26,https://upload.wikimedia.org/wikipedia/commons/5/59/Pipistrellus_flight2.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_flight2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barracuda1983&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barracuda1983 (page does not exist)"">Barracuda1983</a> / CC BY-SA 3.0"
Q541610,Raphicerus sharpei,Raphicerus sharpei,Sharpe's grysbok,https://en.wikipedia.org/wiki/Sharpe's_grysbok,,,,,,Least Concern,504,https://upload.wikimedia.org/wikipedia/commons/b/bd/Sharpe%27s_Grysbok_%28Raphicerus_sharpei%29_male_%2811838584075%29.jpg,https://commons.wikimedia.org/wiki/File%3ASharpe%27s_Grysbok_%28Raphicerus_sharpei%29_male_%2811838584075%29.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/65695019@N07"">Bernard DUPONT</a> from FRANCE / CC BY-SA 2.0"
Q1366839,Plateau pika,Ochotona curzoniae,Plateau pika,https://en.wikipedia.org/wiki/Plateau_pika,,,,,,Least Concern,832,https://upload.wikimedia.org/wikipedia/commons/1/1c/Plateau_pika_of_the_Tibetan_Plateau.jpg,https://commons.wikimedia.org/wiki/File%3APlateau_pika_of_the_Tibetan_Plateau.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Kunsang&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kunsang (page does not exist)"">Kunsang</a> / CC BY-SA 3.0"
Q1829479,Elegant myotis,Myotis elegans,Elegant myotis,https://en.wikipedia.org/wiki/Elegant_myotis,,,,,,Least Concern,41,https://upload.wikimedia.org/wikipedia/commons/8/8f/Myotis_elegans.jpg,https://commons.wikimedia.org/wiki/File%3AMyotis_elegans.jpg,CC BY-SA 4.0,Juan Cruzado Cortés / CC BY-SA 4.0
Q1768902,Large rufous horseshoe bat,Rhinolophus rufus,Large rufous horseshoe bat,https://en.wikipedia.org/wiki/Large_rufous_horseshoe_bat,,,,,,Near Threatened,24,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q45589,Southern pocket gopher,Thomomys umbrinus,Southern pocket gopher,https://en.wikipedia.org/wiki/Southern_pocket_gopher,,,,,,Least Concern,144,https://upload.wikimedia.org/wikipedia/commons/6/66/Thomomys_umbrinus_imported_from_iNaturalist_photo_7206141_on_28_January_2020.jpg,https://commons.wikimedia.org/wiki/File%3AThomomys_umbrinus_imported_from_iNaturalist_photo_7206141_on_28_January_2020.jpg,CC BY 4.0,"(c) CK Kelly, some rights reserved (CC BY) / CC BY 4.0"
Q1769019,Southeast Asian shrew,Crocidura fuliginosa,Southeast Asian shrew,https://en.wikipedia.org/wiki/Southeast_Asian_shrew,,,,,,Least Concern,98,https://upload.wikimedia.org/wikipedia/commons/9/95/Southeast_Asian_Shrew-_iNaturalist_photo_245798384.jpg,https://commons.wikimedia.org/wiki/File%3ASoutheast_Asian_Shrew-_iNaturalist_photo_245798384.jpg,CC BY 4.0,"Jan Ebr, some rights reserved (CC BY) / CC BY 4.0"
Q307298,Nyiro Shrew,Crocidura macowi,Nyiro shrew,https://en.wikipedia.org/wiki/Nyiro_shrew,,,,,,Endangered,36,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q308445,San Diego pocket mouse,Chaetodipus fallax,San Diego pocket mouse,https://en.wikipedia.org/wiki/San_Diego_pocket_mouse,,,,,,Least Concern,114,https://upload.wikimedia.org/wikipedia/commons/a/a6/Chaetodipus_fallax.jpg,https://commons.wikimedia.org/wiki/File%3AChaetodipus_fallax.jpg,CC0,Robb Hannawacker / CC0
Q1764772,Cameroonian Forest Shrew,Sylvisorex camerunensis,Cameroonian forest shrew,https://en.wikipedia.org/wiki/Cameroonian_forest_shrew,,,,,,Vulnerable,33,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q751958,Northern birch mouse,Sicista betulina,Northern birch mouse,https://en.wikipedia.org/wiki/Northern_birch_mouse,,,21.0,,,Least Concern,269,https://upload.wikimedia.org/wikipedia/commons/3/37/Sicista_betulina_03.JPG,https://commons.wikimedia.org/wiki/File%3ASicista_betulina_03.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:AfroBrazilian"" title=""User:AfroBrazilian"">AfroBrazilian</a> / CC BY-SA 3.0"
Q1842691,Benkeith's short-tailed bat,Carollia benkeithi,Benkeith's short-tailed bat,https://en.wikipedia.org/wiki/Benkeith's_short-tailed_bat,,,,,,Least Concern,110,https://upload.wikimedia.org/wikipedia/commons/1/1b/Carollia_benkeithi_I.jpg,https://commons.wikimedia.org/wiki/File%3ACarollia_benkeithi_I.jpg,CC BY 4.0,"Unknown author<span style=""display: none;"">Unknown author</span> / CC BY 4.0"
Q113865570,Cebus brunneus,Cebus brunneus,Brown weeper capuchin,https://en.wikipedia.org/wiki/Brown_weeper_capuchin,,,,,,Endangered,89,https://upload.wikimedia.org/wikipedia/commons/3/33/Cebus_brunneus_in_Parque_Cachamay.jpg,https://commons.wikimedia.org/wiki/File%3ACebus_brunneus_in_Parque_Cachamay.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Naomivaldez15&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Naomivaldez15 (page does not exist)"">Naomivaldez15</a> / CC BY-SA 3.0"
Q5834973,Eptesicus isabellinus,Eptesicus isabellinus,Meridional serotine,https://en.wikipedia.org/wiki/Meridional_serotine,,,,,,Least Concern,81,https://upload.wikimedia.org/wikipedia/commons/3/31/Eptesicus_isabellinus_259300.jpg,https://commons.wikimedia.org/wiki/File%3AEptesicus_isabellinus_259300.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/12534"">Mourad</a> / CC BY 4.0"
Q302755,Giant Atlantic tree-rat,Phyllomys thomasi,Giant Atlantic tree-rat,https://en.wikipedia.org/wiki/Giant_Atlantic_tree-rat,,,,,,Endangered,49,https://upload.wikimedia.org/wikipedia/commons/7/7d/Curar%C3%A3o.jpeg,https://commons.wikimedia.org/wiki/File%3ACurar%C3%A3o.jpeg,Public domain,Amadeu Bueno / Public domain
Q307157,eastern gorilla,Gorilla beringei,Eastern gorilla,https://en.wikipedia.org/wiki/Eastern_gorilla,,,,,,Critically Endangered,8042,https://upload.wikimedia.org/wikipedia/commons/1/15/Male_Gorilla_%28181091305%29.jpg,https://commons.wikimedia.org/wiki/File%3AMale_Gorilla_%28181091305%29.jpg,CC BY 3.0,"<div class=""fn value"">
<a rel=""nofollow"" class=""external text"" href=""https://500px.com/aufgang"">Daniel Aufgang</a></div> / CC BY 3.0"
Q199962,Macaca sylvanus,Macaca sylvanus,Barbary macaque,https://en.wikipedia.org/wiki/Barbary_macaque,,,,,,Endangered,10055,https://upload.wikimedia.org/wikipedia/commons/6/62/Macaca_sylvanus.Mother_and_baby.jpg,https://commons.wikimedia.org/wiki/File%3AMacaca_sylvanus.Mother_and_baby.jpg,CC BY-SA 3.0,Vitold Muratov / CC BY-SA 3.0
Q193683,North Atlantic right whale,Eubalaena glacialis,North Atlantic right whale,https://en.wikipedia.org/wiki/North_Atlantic_right_whale,,,365.25,,,Critically Endangered,12392,https://upload.wikimedia.org/wikipedia/commons/9/94/GRNMS_-_Right_Whales_%2831361234602%29.jpg,https://commons.wikimedia.org/wiki/File%3AGRNMS_-_Right_Whales_%2831361234602%29.jpg,Public domain,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/44124469278@N01"">National Marine Sanctuaries</a> / Public domain"
Q24263188,Arabitragus jayakari,Arabitragus jayakari,Arabian tahr,https://en.wikipedia.org/wiki/Arabian_tahr,,,,,,Endangered,1216,https://upload.wikimedia.org/wikipedia/commons/1/1b/Arabitragus_jayakari.png,https://commons.wikimedia.org/wiki/File%3AArabitragus_jayakari.png,CC0,User:Vardion / CC0
Q20687107,Pithecia chrysocephala,Pithecia chrysocephala,Golden-faced saki,https://en.wikipedia.org/wiki/Golden-faced_saki,,,,,,Least Concern,129,https://upload.wikimedia.org/wikipedia/commons/6/62/Archives_du_Mus%C3%A9um_d%27Histoire_Naturelle%2C_Paris_BHL25099482.jpg,https://commons.wikimedia.org/wiki/File%3AArchives_du_Mus%C3%A9um_d%27Histoire_Naturelle%2C_Paris_BHL25099482.jpg,Public domain,Muséum national d'histoire naturelle (France) / Public domain
Q978357,Fukomys darlingi,Fukomys darlingi,Mashona mole-rat,https://en.wikipedia.org/wiki/Mashona_mole-rat,,,,,,Least Concern,55,https://upload.wikimedia.org/wikipedia/commons/b/b9/Fukomys_darlingi_Rudloff.jpg,https://commons.wikimedia.org/wiki/File%3AFukomys_darlingi_Rudloff.jpg,CC BY-SA 4.0,Klaus Rudloff / CC BY-SA 4.0
Q307084,Ludia's Shrew,Crocidura ludia,Ludia's shrew,https://en.wikipedia.org/wiki/Ludia's_shrew,,,,,,Least Concern,28,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q301371,ghost bat,Macroderma gigas,Ghost bat,https://en.wikipedia.org/wiki/Ghost_bat,0.15,,,,,Vulnerable,1906,https://upload.wikimedia.org/wikipedia/commons/0/06/%281%29Ghost_Bat_078.jpg,https://commons.wikimedia.org/wiki/File%3A%281%29Ghost_Bat_078.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Sardaka"" title=""User:Sardaka"">Sardaka</a> / CC BY-SA 4.0"
Q309342,Hipposideros cyclops,Hipposideros cyclops,Cyclops roundleaf bat,https://en.wikipedia.org/wiki/Cyclops_roundleaf_bat,,,,,,Least Concern,153,https://upload.wikimedia.org/wikipedia/commons/d/df/Hipposideros_cyclops.jpg,https://commons.wikimedia.org/wiki/File%3AHipposideros_cyclops.jpg,Public domain,"Allen, J. A., Lang, H., &amp; Chapin, J. P. / Public domain"
Q1593210,Greater broad-nosed bat,Platyrrhinus vittatus,Greater broad-nosed bat,https://en.wikipedia.org/wiki/Greater_broad-nosed_bat,,,,,,Least Concern,41,https://upload.wikimedia.org/wikipedia/commons/6/69/Vampyrops_vittatus.jpg,https://commons.wikimedia.org/wiki/File%3AVampyrops_vittatus.jpg,Public domain,Daniel Giraud Elliot / Public domain
Q1767111,Eastern harvest mouse,Reithrodontomys humulis,Eastern harvest mouse,https://en.wikipedia.org/wiki/Eastern_harvest_mouse,,,,,,Least Concern,141,https://upload.wikimedia.org/wikipedia/commons/3/3c/Reithrodontomys_humulis_2.jpg,https://commons.wikimedia.org/wiki/File%3AReithrodontomys_humulis_2.jpg,Public domain,U. S. Forest Service / Public domain
Q244121,Pygmy three-toed sloth,Bradypus pygmaeus,Pygmy three-toed sloth,https://en.wikipedia.org/wiki/Pygmy_three-toed_sloth,,,,,,Critically Endangered,2950,https://upload.wikimedia.org/wikipedia/commons/6/6d/Bradypus_pygmaeus.jpg,https://commons.wikimedia.org/wiki/File%3ABradypus_pygmaeus.jpg,Public domain,Edward Griffith / Public domain
Q305017,Greater sheath-tailed bat,Emballonura furax,Greater sheath-tailed bat,https://en.wikipedia.org/wiki/Greater_sheath-tailed_bat,,,,,,Least Concern,50,https://upload.wikimedia.org/wikipedia/commons/1/1c/Bat_%28PSF%29.jpg,https://commons.wikimedia.org/wiki/File%3ABat_%28PSF%29.jpg,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q575671,Hapalemur alaotrensis,Hapalemur alaotrensis,Lac Alaotra bamboo lemur,https://en.wikipedia.org/wiki/Lac_Alaotra_bamboo_lemur,,,,,,Critically Endangered,348,https://upload.wikimedia.org/wikipedia/commons/e/e3/Hapalemur_alaotrensis_JJLM.JPG,https://commons.wikimedia.org/wiki/File%3AHapalemur_alaotrensis_JJLM.JPG,CC BY 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Jotaguru&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Jotaguru (page does not exist)"">Jotaguru</a> / CC BY 3.0"
Q238561,Lesser grison,Galictis cuja,Lesser grison,https://en.wikipedia.org/wiki/Lesser_grison,,,,3.5,,Least Concern,995,https://upload.wikimedia.org/wikipedia/commons/2/22/Galictis_cuja_365111140_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3AGalictis_cuja_365111140_%28cropped%29.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/2533480"">Christoph Moning</a> / CC BY 4.0"
