wikidata_id,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,population_grp_size,max_speed_mph,hibernation_b,migration_b,continent,conservation_status,pageviews_30d,sound_url,image_url,image_file_page,image_license,image_attribution
Q131538,Hydrochoerus hydrochaeris,Capybara,https://en.wikipedia.org/wiki/Capybara,48.1,12,150.7,3.49,,22,0,1,,Least Concern,131003,,https://upload.wikimedia.org/wikipedia/commons/3/34/Hydrochoeris_hydrochaeris_in_Brazil_in_Petr%C3%B3polis%2C_Rio_de_Janeiro%2C_Brazil_09.jpg,https://commons.wikimedia.org/wiki/File%3AHydrochoeris_hydrochaeris_in_Brazil_in_Petr%C3%B3polis%2C_Rio_de_Janeiro%2C_Brazil_09.jpg,CC0,"<bdi><a href=""https://www.wikidata.org/wiki/Q115464159"" class=""extiw"" title=""d:Q115464159""><span title=""developer analyst and photographer from Venezuela"">Wilfredor</span></a></bdi> / CC0"
Q33602,Ailuropoda melanoleuca,Giant panda,https://en.wikipedia.org/wiki/Giant_panda,118,30,135,1.62,,20,0,1,Asia,Vulnerable,124973,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Grosser_Panda.JPG,https://commons.wikimedia.org/wiki/File%3AGrosser_Panda.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:J._Patrick_Fischer"" title=""User:J. Patrick Fischer"">J. Patrick Fischer</a> / CC BY-SA 3.0"
Q140,Panthera leo,Lion,https://en.wikipedia.org/wiki/Lion,158.6,30,108.7,2.75,,50,0,0,,Vulnerable,120926,https://upload.wikimedia.org/wikipedia/commons/d/d3/Lionroar.wav,https://upload.wikimedia.org/wikipedia/commons/a/a6/020_The_lion_king_Snyggve_in_the_Serengeti_National_Park_Photo_by_Giles_Laurent.jpg,https://commons.wikimedia.org/wiki/File%3A020_The_lion_king_Snyggve_in_the_Serengeti_National_Park_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Giles_Laurent"" title=""User:Giles Laurent"">Giles Laurent</a> / CC BY-SA 4.0"
Q19939,Panthera tigris,Tiger,https://en.wikipedia.org/wiki/Tiger,161.9,26.3,105.2,2.6,1,40,0,0,Asia,Endangered,109781,https://upload.wikimedia.org/wikipedia/commons/2/29/439280_schots_angry-tiger.wav,https://upload.wikimedia.org/wikipedia/commons/b/b0/Bengal_tiger_%28Panthera_tigris_tigris%29_female_3_crop.jpg,https://commons.wikimedia.org/wiki/File%3ABengal_tiger_%28Panthera_tigris_tigris%29_female_3_crop.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q33609,Ursus maritimus,Polar bear,https://en.wikipedia.org/wiki/Polar_bear,371.7,38.2,64.7,1.66,1,25,0,1,,Vulnerable,102147,,https://upload.wikimedia.org/wikipedia/commons/6/66/Polar_Bear_-_Alaska_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3APolar_Bear_-_Alaska_%28cropped%29.jpg,CC BY-SA 3.0,Alan Wilson / CC BY-SA 3.0
Q18498,Canis lupus,Wolf,https://en.wikipedia.org/wiki/Wolf,31.8,29.5,63.5,4.98,,38,0,1,,Least Concern,96796,,https://upload.wikimedia.org/wikipedia/commons/6/68/Eurasian_wolf_2.jpg,https://commons.wikimedia.org/wiki/File%3AEurasian_wolf_2.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mas3cf&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mas3cf (page does not exist)"">User:Mas3cf</a> / CC BY-SA 4.0"
Q35694,Panthera onca,Jaguar,https://en.wikipedia.org/wiki/Jaguar,83.9,23,102.5,1.96,1,50,0,0,,Near Threatened,88350,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Standing_jaguar.jpg,https://commons.wikimedia.org/wiki/File%3AStanding_jaguar.jpg,Public domain,USFWS / Public domain
Q173128,Mellivora capensis,Honey badger,https://en.wikipedia.org/wiki/Honey_badger,9,26.5,181.5,2.35,,19,0,0,,Least Concern,84442,,https://upload.wikimedia.org/wikipedia/commons/4/42/Honey_Badger.jpg,https://commons.wikimedia.org/wiki/File%3AHoney_Badger.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sumeetmoghe&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sumeetmoghe (page does not exist)"">Sumeet Moghe</a> / CC BY-SA 4.0"
Q15343,Ornithorhynchus anatinus,Platypus,https://en.wikipedia.org/wiki/Platypus,1.5,22,12.5,2,,8,1,0,Oceania,Near Threatened,83504,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Duck-billed_platypus_%28Ornithorhynchus_anatinus%29_Scottsdale.jpg,https://commons.wikimedia.org/wiki/File%3ADuck-billed_platypus_%28Ornithorhynchus_anatinus%29_Scottsdale.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q35255,Puma concolor,Cougar,https://en.wikipedia.org/wiki/Cougar,54,20,92.3,2.76,,50,0,1,,Least Concern,80911,,https://upload.wikimedia.org/wikipedia/commons/d/d6/Mountain_Lion_in_Glacier_National_Park.jpg,https://commons.wikimedia.org/wiki/File%3AMountain_Lion_in_Glacier_National_Park.jpg,Public domain,National Park Service / Public domain
Q221612,Marmota monax,Groundhog,https://en.wikipedia.org/wiki/Groundhog,3.9,10,31.5,4.1,,10,1,0,North America,Least Concern,79088,,https://upload.wikimedia.org/wikipedia/commons/9/93/Marmota_monax_UL_04.jpg,https://commons.wikimedia.org/wiki/File%3AMarmota_monax_UL_04.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Cephas"" title=""User:Cephas"">Cephas</a> / CC BY-SA 3.0"
Q23907,Acinonyx jubatus,Cheetah,https://en.wikipedia.org/wiki/Cheetah,50.6,19,92.2,3.28,,70,0,,,Vulnerable,76395,https://upload.wikimedia.org/wikipedia/commons/c/ca/Acoustic-Structure-and-Contextual-Use-of-Calls-by-Captive-Male-and-Female-Cheetahs-%28Acinonyx-pone.0158546.s001.oga,https://upload.wikimedia.org/wikipedia/commons/9/92/Male_cheetah_facing_left_in_South_Africa.jpg,https://commons.wikimedia.org/wiki/File%3AMale_cheetah_facing_left_in_South_Africa.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:AfricanConservation&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:AfricanConservation (page does not exist)"">AfricanConservation</a> / CC BY-SA 4.0"
Q14334,Gulo gulo,Wolverine,https://en.wikipedia.org/wiki/Wolverine,12.8,18,161.7,2.84,1,30,0,1,,Least Concern,74140,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Gulo_gulo_2.jpg,https://commons.wikimedia.org/wiki/File%3AGulo_gulo_2.jpg,CC BY 2.5,"<a href=""//commons.wikimedia.org/wiki/User:Zefram"" title=""User:Zefram"">Zefram</a> / CC BY 2.5"
Q25345,Mustela erminea,Stoat,https://en.wikipedia.org/wiki/Stoat,0.284,7.1,66.3,6.74,,20,0,0,,Least Concern,73294,,https://upload.wikimedia.org/wikipedia/commons/c/cf/R%C3%B8yskatt_%28Mustela_erminea_erminea%29%2C_Lista%2C_Norway.jpg,https://commons.wikimedia.org/wiki/File%3AR%C3%B8yskatt_%28Mustela_erminea_erminea%29%2C_Lista%2C_Norway.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Marton_Berntsen&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Marton Berntsen (page does not exist)"">Marton Berntsen</a>, crop by <a href=""//commons.wikimedia.org/wiki/User:MPF"" title=""User:MPF"">User:MPF</a> / CC BY-SA 4.0"
Q121439,Procyon lotor,Raccoon,https://en.wikipedia.org/wiki/Raccoon,6.4,21,65,3.06,,15,0,0,,Least Concern,73116,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Raccoon_in_Central_Park_%2835264%29.jpg,https://commons.wikimedia.org/wiki/File%3ARaccoon_in_Central_Park_%2835264%29.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Rhododendrites"" title=""User:Rhododendrites"">Rhododendrites</a> / CC BY-SA 4.0"
Q668030,Romerolagus diazi,Volcano rabbit,https://en.wikipedia.org/wiki/Volcano_rabbit,0.466,,39.3,2.1,4.5,35,0,0,North America,Endangered,72774,,https://upload.wikimedia.org/wikipedia/commons/d/df/Romerolagus_diazi_-_Zoologico_de_Chapultepec%2C_Ciudad_de_M%C3%A9xico_-_Cropped2xAlt.png,https://commons.wikimedia.org/wiki/File%3ARomerolagus_diazi_-_Zoologico_de_Chapultepec%2C_Ciudad_de_M%C3%A9xico_-_Cropped2xAlt.png,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:ProtoplasmaKid"" title=""User:ProtoplasmaKid"">ProtoplasmaKid</a> / CC BY-SA 4.0"
Q42196,Balaenoptera musculus,Blue whale,https://en.wikipedia.org/wiki/Blue_whale,154321.3,110,327,1,1,31,0,1,,Endangered,71787,https://upload.wikimedia.org/wikipedia/commons/3/3b/Blue_Whale_NE_Pacific.ogg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Anim1754_-_Flickr_-_NOAA_Photo_Library.jpg,https://commons.wikimedia.org/wiki/File%3AAnim1754_-_Flickr_-_NOAA_Photo_Library.jpg,Public domain,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/51647007@N08"">NOAA Photo Library</a> / Public domain"
Q34706,Panthera pardus,Leopard,https://en.wikipedia.org/wiki/Leopard,52.4,23,96.7,2.14,1,36,0,1,,Vulnerable,69947,,https://upload.wikimedia.org/wikipedia/commons/7/70/African_leopard_male_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3AAfrican_leopard_male_%28cropped%29.jpg,CC BY-SA 4.0,Sumeet Moghe / CC BY-SA 4.0
Q35517,Alces alces,Moose,https://en.wikipedia.org/wiki/Moose,461.9,27,235,1.25,,35,0,1,,Least Concern,66208,https://upload.wikimedia.org/wikipedia/commons/f/fd/Moose_mate.ogg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Alaska_moose.jpg,https://commons.wikimedia.org/wiki/File%3AAlaska_moose.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mudflattop&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mudflattop (page does not exist)"">Paxson Woelber</a> / CC BY-SA 4.0"
Q159426,Monodon monoceros,Narwhal,https://en.wikipedia.org/wiki/Narwhal,938.1,40,441,1,,15,0,1,,Least Concern,64948,,https://upload.wikimedia.org/wikipedia/commons/b/bc/%D0%9D%D0%B0%D1%80%D0%B2%D0%B0%D0%BB_%D0%B2_%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%90%D1%80%D0%BA%D1%82%D0%B8%D0%BA%D0%B5.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%9D%D0%B0%D1%80%D0%B2%D0%B0%D0%BB_%D0%B2_%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%90%D1%80%D0%BA%D1%82%D0%B8%D0%BA%D0%B5.jpg,CC BY-SA 4.0,"пресс-служба ПАО ""Газпром нефть"" / CC BY-SA 4.0"
Q36341,Ursus arctos,Brown bear,https://en.wikipedia.org/wiki/Brown_bear,196.3,50,227.6,2.24,,35,1,1,,Least Concern,64506,https://upload.wikimedia.org/wikipedia/commons/e/ea/Yellowstone_sound_library_-_Grizzly_Bear_Eating_-_002.mp3,https://upload.wikimedia.org/wikipedia/commons/7/71/2010-kodiak-bear-1.jpg,https://commons.wikimedia.org/wiki/File%3A2010-kodiak-bear-1.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Yathin_sk"" title=""User:Yathin sk"">Yathin S Krishnappa</a> / CC BY-SA 3.0"
Q131907,Lynx rufus,Bobcat,https://en.wikipedia.org/wiki/Bobcat,6.4,32.3,60,2.76,,30,0,0,North America,Least Concern,63485,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bobcat_at_Columbus_Zoo_Boo.jpg,https://commons.wikimedia.org/wiki/File%3ABobcat_at_Columbus_Zoo_Boo.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/becker271/"">Becker1999 (Paul and Cathy)</a> / CC BY 2.0"
Q41960,Ailurus fulgens,Red panda,https://en.wikipedia.org/wiki/Red_panda,5.2,14,131.5,1.7,,20,0,1,Asia,Endangered,63318,https://upload.wikimedia.org/wikipedia/commons/7/70/Red_panda_twittering.ogg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Red_Panda%2C_Gentle_Tree-Dweller_of_the_Himalayas.jpg,https://commons.wikimedia.org/wiki/File%3ARed_Panda%2C_Gentle_Tree-Dweller_of_the_Himalayas.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Sunuwargr"" title=""User:Sunuwargr"">Sunuwargr</a> / CC BY-SA 4.0"
Q186663,Hydrurga leptonyx,Leopard seal,https://en.wikipedia.org/wiki/Leopard_seal,352.7,26,272.8,0.96,,18,0,1,,Least Concern,60150,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Antarctic_Sound-2016-Brown_Bluff%E2%80%93Leopard_seal_%28Hydrurga_leptonyx%29_04.jpg,https://commons.wikimedia.org/wiki/File%3AAntarctic_Sound-2016-Brown_Bluff%E2%80%93Leopard_seal_%28Hydrurga_leptonyx%29_04.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Godot13"" title=""User:Godot13"">Godot13</a> / CC BY-SA 4.0"
Q36101,Phascolarctos cinereus,Koala,https://en.wikipedia.org/wiki/Koala,6.5,20,34.3,1.01,,15,0,,Oceania,Vulnerable,60129,,https://upload.wikimedia.org/wikipedia/commons/4/49/Koala_climbing_tree.jpg,https://commons.wikimedia.org/wiki/File%3AKoala_climbing_tree.jpg,CC BY-SA 3.0,"<div class=""fn value"">
<a href=""//commons.wikimedia.org/wiki/User:Diliff"" title=""User:Diliff"">Diliff</a></div> / CC BY-SA 3.0"
Q19537,Pan paniscus,Bonobo,https://en.wikipedia.org/wiki/Bonobo,35.1,48,235.2,1.01,90,20,0,0,Africa,Endangered,57658,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Apeldoorn_Apenheul_zoo_Bonobo.jpg,https://commons.wikimedia.org/wiki/File%3AApeldoorn_Apenheul_zoo_Bonobo.jpg,CC BY-SA 3.0,natataek / CC BY-SA 3.0
Q213141,Arctictis binturong,Binturong,https://en.wikipedia.org/wiki/Binturong,13,22.7,92.2,2.5,,15,0,0,Asia,Vulnerable,55319,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Binturong_in_Overloon.jpg,https://commons.wikimedia.org/wiki/File%3ABinturong_in_Overloon.jpg,CC BY-SA 3.0,"<a href=""https://de.wikipedia.org/wiki/Benutzer:TassiloRau"" class=""extiw"" title=""de:Benutzer:TassiloRau"">Tassilo Rau</a> / CC BY-SA 3.0"
Q134964,Sarcophilus harrisii,Tasmanian devil,https://en.wikipedia.org/wiki/Tasmanian_devil,8.2,8.2,21,2.88,,25,0,0,Oceania,Endangered,54506,,https://upload.wikimedia.org/wikipedia/commons/4/43/Sarcophilus_harrisii_taranna.jpg,https://commons.wikimedia.org/wiki/File%3ASarcophilus_harrisii_taranna.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:JJ_Harrison"" title=""User:JJ Harrison"">JJ Harrison</a> (<a rel=""nofollow"" class=""external free"" href=""https://www.jjharrison.com.au/"">https://www.jjharrison.com.au/</a>) / CC BY-SA 3.0"
Q187704,Myocastor coypus,Nutria,https://en.wikipedia.org/wiki/Nutria,6.4,12,131.9,5.34,,15,0,0,South America,Least Concern,54491,,https://upload.wikimedia.org/wikipedia/commons/8/88/Myocastor_coypus_02.jpg,https://commons.wikimedia.org/wiki/File%3AMyocastor_coypus_02.jpg,CC BY-SA 3.0,"<p><a href=""//commons.wikimedia.org/wiki/User:PetarM"" title=""User:PetarM"">Petar Milošević</a>
</p> / CC BY-SA 3.0"
Q4126704,Pan troglodytes,Chimpanzee,https://en.wikipedia.org/wiki/Chimpanzee,45,60,231.5,1.05,45,20,0,0,Africa,Endangered,53698,https://upload.wikimedia.org/wikipedia/commons/5/56/Pant-hoot_call_made_by_a_male_chimpanzee.ogg,https://upload.wikimedia.org/wikipedia/commons/4/42/015_Chimpanzee_at_Kibale_forest_National_Park_Photo_by_Giles_Laurent.jpg,https://commons.wikimedia.org/wiki/File%3A015_Chimpanzee_at_Kibale_forest_National_Park_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Giles_Laurent"" title=""User:Giles Laurent"">Giles Laurent</a> / CC BY-SA 4.0"
Q8332,Vulpes vulpes,Red fox,https://en.wikipedia.org/wiki/Red_fox,4.8,15,52.5,4.59,,31,0,1,,Least Concern,49637,https://upload.wikimedia.org/wikipedia/commons/7/79/Red_Fox_%28Vulpes_vulpes%29_%28W1CDR0001529_BD12%29.ogg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Portrait_of_a_red_fox_in_Rautas_fj%C3%A4llurskog_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3APortrait_of_a_red_fox_in_Rautas_fj%C3%A4llurskog_%28cropped%29.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:ClaudiaTen&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ClaudiaTen (page does not exist)"">ClaudiaTen</a> / CC BY-SA 4.0"
Q58697,Sus scrofa,Wild boar,https://en.wikipedia.org/wiki/Wild_boar,84.5,21,115.2,4.52,,30,0,0,,Least Concern,49549,https://upload.wikimedia.org/wikipedia/commons/8/8a/Boar.Grwls%281%29.ogg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Wildschwein%2C_N%C3%A4he_Pulverstampftor_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3AWildschwein%2C_N%C3%A4he_Pulverstampftor_%28cropped%29.jpg,CC BY-SA 3.0 at,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Valelantin&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Valelantin (page does not exist)"">Valentin Panzirsch</a> / CC BY-SA 3.0 at"
Q82037,Okapia johnstoni,Okapi,https://en.wikipedia.org/wiki/Okapi,230,33,443,0.98,,35,0,0,Africa,Endangered,43936,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Saint-Aignan_%28Loir-et-Cher%29._Okapi.jpg,https://commons.wikimedia.org/wiki/File%3ASaint-Aignan_%28Loir-et-Cher%29._Okapi.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/26082117@N07"">Daniel Jolivet</a> / CC BY 2.0"
Q39624,Rangifer tarandus,Reindeer,https://en.wikipedia.org/wiki/Reindeer,109.1,20.2,222.5,2,100000,35,0,1,,Vulnerable,42472,,https://upload.wikimedia.org/wikipedia/commons/9/96/Reinbukken_p%C3%A5_frisk_gr%C3%B8nt_beite._-_panoramio.jpg,https://commons.wikimedia.org/wiki/File%3AReinbukken_p%C3%A5_frisk_gr%C3%B8nt_beite._-_panoramio.jpg,CC BY-SA 3.0,"<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161017193135/http://www.panoramio.com/user/5330150?with_photo_id=46969416"">Are G Nilsen</a> / CC BY-SA 3.0"
Q46212,Orycteropus afer,Aardvark,https://en.wikipedia.org/wiki/Aardvark,56.2,24,222.1,1.1,,25,0,0,Africa,Least Concern,42049,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Orycteropus_afer_175359469.jpg,https://commons.wikimedia.org/wiki/File%3AOrycteropus_afer_175359469.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/5121587"">Kelly Abram</a> / CC BY 4.0"
Q129544,Dugong dugon,Dugong,https://en.wikipedia.org/wiki/Dugong,295,70,372.5,1,12.4,20,0,1,,Vulnerable,41205,,https://upload.wikimedia.org/wikipedia/commons/4/42/Dugong.JPG,https://commons.wikimedia.org/wiki/File%3ADugong.JPG,CC BY-SA 3.0 de,"<a href=""https://de.wikipedia.org/wiki/Benutzer:Gejuni"" class=""extiw"" title=""de:Benutzer:Gejuni"">Gejuni</a> / CC BY-SA 3.0 de"
Q122783,Ursus americanus,American black bear,https://en.wikipedia.org/wiki/American_black_bear,110.5,32,213.9,2.39,,30,1,1,North America,Least Concern,39216,,https://upload.wikimedia.org/wikipedia/commons/0/08/01_Schwarzb%C3%A4r.jpg,https://commons.wikimedia.org/wiki/File%3A01_Schwarzb%C3%A4r.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Diginatur"" title=""User:Diginatur"">Diginatur</a> / CC BY-SA 3.0"
Q137641,Tremarctos ornatus,Spectacled bear,https://en.wikipedia.org/wiki/Spectacled_bear,123.2,36.4,215,1.44,,30,0,1,South America,Vulnerable,37926,,https://upload.wikimedia.org/wikipedia/commons/5/56/Tremarctos_ornatus_in_Jardim_Zool%C3%B3gico_de_Curitiba.jpg,https://commons.wikimedia.org/wiki/File%3ATremarctos_ornatus_in_Jardim_Zool%C3%B3gico_de_Curitiba.jpg,CC0,"<a href=""//commons.wikimedia.org/wiki/User:Wilfredor"" class=""mw-redirect"" title=""User:Wilfredor"">Wilfredor</a> / CC0"
Q82738,Vulpes lagopus,Arctic fox,https://en.wikipedia.org/wiki/Arctic_fox,3.6,15,53,7.65,,30,0,1,,Least Concern,37531,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Vulpes_lagopus_in_Iceland_%28cropped_3%29.jpg,https://commons.wikimedia.org/wiki/File%3AVulpes_lagopus_in_Iceland_%28cropped_3%29.jpg,CC0,"Jonathen Pie <a rel=""nofollow"" class=""external free"" href=""https://unsplash.com/@r3dmax"">https://unsplash.com/@r3dmax</a> / CC0"
Q30847,Caracal caracal,Caracal,https://en.wikipedia.org/wiki/Caracal,12,17,71.5,2.3,,30,0,0,,Least Concern,37501,,https://upload.wikimedia.org/wikipedia/commons/7/75/Caracal_on_the_road%2C_early_morning_in_Kgalagadi_%2836173878220%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3ACaracal_on_the_road%2C_early_morning_in_Kgalagadi_%2836173878220%29_%28cropped%29.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/93242958@N00"">Derek Keats</a> / CC BY 2.0"
Q33261,Leopardus pardalis,Ocelot,https://en.wikipedia.org/wiki/Ocelot,11.9,20.3,82,1.66,,30,0,0,,Least Concern,36173,,https://upload.wikimedia.org/wikipedia/commons/9/91/016_Ocelot_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,https://commons.wikimedia.org/wiki/File%3A016_Ocelot_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Giles_Laurent"" title=""User:Giles Laurent"">Giles Laurent</a> / CC BY-SA 4.0"
Q184004,Ovibos moschatus,Muskox,https://en.wikipedia.org/wiki/Muskox,312.5,24,256.3,1.01,,35,0,0,,Least Concern,36154,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Muskox_%28Ovibos_moschatus%29_male_Dovrefjell_4.jpg,https://commons.wikimedia.org/wiki/File%3AMuskox_%28Ovibos_moschatus%29_male_Dovrefjell_4.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q134015,Suricata suricatta,Meerkat,https://en.wikipedia.org/wiki/Meerkat,0.73,12.5,77,3.86,,20,0,0,Africa,Least Concern,36104,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Meerkat_%28Suricata_suricatta%29_Tswalu.jpg,https://commons.wikimedia.org/wiki/File%3AMeerkat_%28Suricata_suricatta%29_Tswalu.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q132905,Megaptera novaeangliae,Humpback whale,https://en.wikipedia.org/wiki/Humpback_whale,30000,95,349.8,1,,17,0,1,,Least Concern,35264,,https://upload.wikimedia.org/wikipedia/commons/6/61/Humpback_Whale_underwater_shot.jpg,https://commons.wikimedia.org/wiki/File%3AHumpback_Whale_underwater_shot.jpg,Public domain,Public domain
Q775576,Acerodon jubatus,Giant golden-crowned flying fox,https://en.wikipedia.org/wiki/Giant_golden-crowned_flying_fox,1.1,,,1,1000,35,0,0,Asia,Endangered,34999,,https://upload.wikimedia.org/wikipedia/commons/9/97/Acerodon_jubatus_by_Gregg_Yan.jpg,https://commons.wikimedia.org/wiki/File%3AAcerodon_jubatus_by_Gregg_Yan.jpg,CC BY-SA 3.0,Gregg Yan / CC BY-SA 3.0
Q42699,Leptailurus serval,Serval,https://en.wikipedia.org/wiki/Serval,12,23,73.7,2.35,,30,0,0,Africa,Least Concern,33918,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Leptailurus_serval_61666728%2C_crop.jpg,https://commons.wikimedia.org/wiki/File%3ALeptailurus_serval_61666728%2C_crop.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/1686887"">datadan</a> / CC BY 4.0"
Q132072,Delphinapterus leucas,Beluga whale,https://en.wikipedia.org/wiki/Beluga_whale,1381.6,40,394.2,1.02,,14,0,1,,Least Concern,33892,https://upload.wikimedia.org/wikipedia/commons/9/9f/Beluga_vocalizations.ogg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Oceanogr%C3%A0fic_29102004.jpg,https://commons.wikimedia.org/wiki/File%3AOceanogr%C3%A0fic_29102004.jpg,CC BY 2.0,"Javier Yaya Tur / <a rel=""nofollow"" class=""external text"" href=""https://www.cac.es"">CIUDAD DE LAS ARTES Y LAS CIENCIAS</a> from Valencia, España / CC BY 2.0"
Q173651,Lycaon pictus,African wild dog,https://en.wikipedia.org/wiki/African_wild_dog,22,11,71.2,8.1,,45,0,0,Africa,Endangered,32899,,https://upload.wikimedia.org/wikipedia/commons/7/75/African_Wild_Dog_at_Working_with_Wildlife.jpg,https://commons.wikimedia.org/wiki/File%3AAfrican_Wild_Dog_at_Working_with_Wildlife.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:AfricanConservation&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:AfricanConservation (page does not exist)"">AfricanConservation</a> / CC BY-SA 4.0"
Q26423,Martes zibellina,Sable,https://en.wikipedia.org/wiki/Sable,1.2,15,30.8,3.13,,20,0,1,,Least Concern,31803,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Sobol_bur.jpg,https://commons.wikimedia.org/wiki/File%3ASobol_bur.jpg,Copyrighted free use,Е.Медведева / Copyrighted free use
